Principio Attivo,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Prezzo al pubblico €,Prezzo Ex-factory €,Prezzo massimo di cessione €,Ditta,"Codice 
AIC",Codice Gruppo Equivalenza,Metri cubi ossigeno 
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 2 5G 50ML 1 UNITA' USO PARENTERALE,FLEBOGAMMA DIF*1 flacone EV 50 ml 50 mg/ml,207 95,126 00,-,GRIFOLS ITALIA SpA,040267027,AVK,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 2 5G 50ML 1 UNITA' USO PARENTERALE,FLEBOGAMMA*1 flaconcino EV 2 5 g 50 ml 5% + set,-,126 00,-,GRIFOLS ITALIA SpA,029249048,AVK,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 10G 200ML 1 UNITA' USO PARENTERALE,FLEBOGAMMA*1 flacone EV 10 g 200 ml 5% + set,-,504 00,-,GRIFOLS ITALIA SpA,029249063,AVC,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 5G 100ML 1 UNITA' USO PARENTERALE,FLEBOGAMMA*1 flacone EV 5 g 100 ml 5% + set,-,252 00,-,GRIFOLS ITALIA SpA,029249051,AVR,
Albumina umana,ALBUMINA UMANA 20% 100ML 12 UNITA' USO PARENTERALE,FLEXBUMIN*12 sacche EV 100 ml 200 g/l,-,-,794 40,BAXALTA ITALY Srl,038109031,ACR,
Albumina umana,ALBUMINA UMANA 20% 50ML 24 UNITA' USO PARENTERALE,FLEXBUMIN*24 sacche EV 50 ml 200 g/l,-,-,794 40,BAXALTA ITALY Srl,038109017,ACS,
Ketoprofene,KETOPROFENE 100MG 6 UNITA' USO PARENTERALE EV,FLEXEN*6 fiale EV 100 mg + 6 fiale solv 5 ml,4 85,2 20,-,ITALFARMACO SpA,023401096,BCD,
Epoprostenolo,EPOPROSTENOLO 1 5MG 1 UNITA' USO PARENTERALE,FLOLAN*1 flaconcino EV 1 5 mg + 2 flaconcini solv 50 ml,343 31,156 05,-,GLAXOSMITHKLINE SpA,027750037,AOL,
Vaccino Influenzale Adiuvato Con Mf59C.1,VACCINO ANTINFLUENZALE 0 5ML 1 UNITA' USO PARENTERALE,FLUAD*1 siringa 0 5 ml 2014-2015 con ago,11 54,6 99,-,NOVARTIS VACCIN.INFLUENZA Srl,031840034,BOV,
Vaccino Influenzale Adiuvato Con Mf59C.1,VACCINO ANTINFLUENZALE 0 5ML 10 UNITA' USO PARENTERALE,FLUAD*10 siringhe 0 5 ml 2014-2015 con ago,115 40,69 92,-,NOVARTIS VACCIN.INFLUENZA Srl,031840046,BOW,
Vaccino Influenzale Virus Frammentato,VACCINO ANTINFLUENZALE 0 5ML 10 UNITA' USO PARENTERALE,FLUARIX TETRA*10 siringhe 0 5 ml/dose c/ago 2014-2015,182 86,110 80,-,GLAXOSMITHKLINE SpA,043132024,BOW,
Vaccino Influenzale Virus Frammentato,VACCINO ANTINFLUENZALE 0 5ML 1 UNITA' USO PARENTERALE,FLUARIX*1 siringa 0 5 ml 2014-2015,8 60,5 21,-,GLAXOSMITHKLINE SpA,029245178,BOV,
Vaccino Influenzale Virus Frammentato,VACCINO ANTINFLUENZALE 0 5ML 10 UNITA' USO PARENTERALE,FLUARIX*10 siringhe 0 5 ml 2014-2015,85 99,52 10,-,GLAXOSMITHKLINE SpA,029245180,BOW,
Fluconazolo,FLUCONAZOLO 200MG 100ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO EUROGENERICI*1 flacone EV 100 ml 2 mg/ml,16 45,9 97,-,EG SpA,040228025,AQQ,
Fluconazolo,FLUCONAZOLO 200MG 100ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 100 ml 2 mg/ml,16 45,9 97,-,SANDOZ SpA,037387065,AQQ,
Fluconazolo,FLUCONAZOLO 200MG 100ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 100 ml 2 mg/ml,16 45,9 97,-,HIKMA FARMACEUTICA S.A.,038048070,AQQ,
Fluconazolo,FLUCONAZOLO 400MG 200ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 200 ml 2 mg/ml,33 18,20 11,-,SANDOZ SpA,037387115,AQU,
Fluconazolo,FLUCONAZOLO 100MG 50ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 50 ml 2 mg/ml,9 08,5 50,-,SANDOZ SpA,037387014,AQM,
Fluconazolo,FLUCONAZOLO 100MG 50ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 50 ml 2 mg/ml,9 08,5 50,-,HIKMA FARMACEUTICA S.A.,038048017,AQM,
Fluconazolo,FLUCONAZOLO 100MG 50ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 flacone EV 50 ml 2 mg/ml,9 08,5 50,-,ANGENERICO SpA,038251017,AQM,
Fluconazolo,FLUCONAZOLO 400MG 200ML 1 UNITA' USO PARENTERALE,FLUCONAZOLO*1 sacca EV 200 ml 2 mg/ml,33 18,20 11,-,HIKMA FARMACEUTICA S.A.,038048132,AQU,
Fluconazolo,FLUCONAZOLO 400MG 200ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 flaconi EV 200 ml 2 mg/ml,299 45,181 44,-,B.BRAUN MILANO SpA,038838076,AQV,
Fluconazolo,FLUCONAZOLO 100MG 50ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche 100 mg/50 ml,90 79,55 01,-,KEIRONPHARMA Srl,041039037,AQN,
Fluconazolo,FLUCONAZOLO 200MG 100ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche 200 mg/100 ml,164 44,99 64,-,KEIRONPHARMA Srl,041039076,AQR,
Fluconazolo,FLUCONAZOLO 200MG 100ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche EV 100 ml 2 mg/ml,164 44,99 64,-,BAXTER SpA,038018038,AQR,
Fluconazolo,FLUCONAZOLO 400MG 200ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche EV 200 ml 2 mg/ml,331 85,201 08,-,BAXTER SpA,038018053,AQV,
Fluconazolo,FLUCONAZOLO 400MG 200ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche EV 400 mg/200 ml,331 85,201 07,-,KEIRONPHARMA Srl,041039114,AQV,
Fluconazolo,FLUCONAZOLO 100MG 50ML 10 UNITA' USO PARENTERALE,FLUCONAZOLO*10 sacche EV 50 ml 2 mg/ml,90 71,54 97,-,BAXTER SpA,038018014,AQN,
Fluconazolo,FLUCONAZOLO 200MG 100ML 20 UNITA' USO PARENTERALE,FLUCONAZOLO*20 flaconi EV 100 ml 2 mg/ml,296 92,179 90,-,B.BRAUN MILANO SpA,038838052,AQS,
Fluconazolo,FLUCONAZOLO 100MG 50ML 20 UNITA' USO PARENTERALE,FLUCONAZOLO*20 flaconi EV 50 ml 2 mg/ml,163 89,99 30,-,B.BRAUN MILANO SpA,038838025,AQO,
Fluconazolo,FLUCONAZOLO 100MG 50ML 20 UNITA' USO PARENTERALE,FLUCONAZOLO*20 sacche EV 100 mg/50 ml,163 88,99 30,-,KEIRONPHARMA Srl,041039049,AQO,
Fluconazolo,FLUCONAZOLO 200MG 100ML 20 UNITA' USO PARENTERALE,FLUCONAZOLO*20 sacche EV 200 mg/100 ml,296 91,179 90,-,KEIRONPHARMA Srl,041039088,AQS,
Fluconazolo,FLUCONAZOLO 400MG 200ML 20 UNITA' USO PARENTERALE,FLUCONAZOLO*20 sacche EV 400 mg/200 ml,598 90,362 88,-,KEIRONPHARMA Srl,041039126,ERO,
Fluconazolo,FLUCONAZOLO 200MG 100ML 25 UNITA' USO PARENTERALE,FLUCONAZOLO*25 flaconi EV 100 ml 200 mg/100 ml,411 09,249 09,-,BIOINDUSTRIA L.I.M. SpA,037296023,AQT,
Fluconazolo,FLUCONAZOLO 400MG 200ML 25 UNITA' USO PARENTERALE,FLUCONAZOLO*25 flaconi EV 200 ml 400 mg/200 ml,829 55,502 69,-,BIOINDUSTRIA L.I.M. SpA,037296035,AQW,
Fluconazolo,FLUCONAZOLO 100MG 50ML 50 UNITA' USO PARENTERALE,FLUCONAZOLO*50 flaconi EV 50 ml 100 mg/50 ml,453 55,274 82,-,BIOINDUSTRIA L.I.M. SpA,037296011,AQP,
Fludarabina,FLUDARABINA 50MG 5 UNITA' USO PARENTERALE,FLUDARA*5 flaconcini EV 50 mg polv,1.269 65,577 12,-,GENZYME Srl,029552015,ARC,
Fludarabina,FLUDARABINA 50MG 2ML 1 UNITA' USO PARENTERALE,FLUDARABINA*1 flaconcino EV 50 mg 2 ml 25 mg/ml,133 34,80 79,-,TEVA ITALIA Srl,038033015,AQX,
Fludarabina,FLUDARABINA 50MG 2ML 1 UNITA' USO PARENTERALE,FLUDARABINA*1 flaconcino EV 50 mg 2 ml 25 mg/ml,114 30,69 26,-,SANDOZ SpA,038746018,AQX,
Fludarabina,FLUDARABINA 50MG 5 UNITA' USO PARENTERALE,FLUDARABINA*5 flaconcini EV 50 mg,571 49,346 28,-,ACTAVIS ITALY SpA,038375022,ARC,
Fludarabina,FLUDARABINA 50MG 5 UNITA' USO PARENTERALE,FLUDARABINA*5 flaconcini EV 50 mg,571 49,346 28,-,MYLAN SpA,039204021,ARC,
Fludarabina,FLUDARABINA 50MG 2ML 5 UNITA' USO PARENTERALE,FLUDARABINA*5 flaconcini EV 50 mg 2 ml 25 mg/ml,571 49,346 28,-,SANDOZ SpA,038746020,AQY,
Fludarabina,FLUDARABINA 50MG 2ML 5 UNITA' USO PARENTERALE,FLUDARABINA*5 flaconcini EV 50 mg 2 ml 25 mg/ml,571 49,346 28,-,AUROBINDO PHARMA ITALIA Srl,042158028,AQY,
Flumazenil,FLUMAZENIL 1MG 10ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiala 10 ml 0 1 mg/ml,101 80,61 68,-,FRESENIUS KABI ITALIA Srl,037075037,ARG,
Flumazenil,FLUMAZENIL 1MG 10ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 10 ml 0 1 mg/ml,101 80,61 68,-,HAMELN PHARMA PLUS GmbH,037498033,ARG,
Flumazenil,FLUMAZENIL 1MG 10ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 10 ml 0 1 mg/ml,101 80,61 68,-,B.BRAUN MILANO SpA,037756032,ARG,
Flumazenil,FLUMAZENIL 1MG 10ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 10 ml 0 1 mg/ml,101 80,61 68,-,TEVA ITALIA Srl,039195045,ARG,
Flumazenil,FLUMAZENIL 1MG 10ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 10 ml 0 1 mg/ml,101 80,61 68,-,HIKMA FARMACEUTICA S.A.,040279046,ARG,
Flumazenil,FLUMAZENIL 0 5MG 5ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 5 ml 0 1 mg/ml,50 91,30 85,-,FRESENIUS KABI ITALIA Srl,037075013,ARE,
Flumazenil,FLUMAZENIL 0 5MG 5ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 5 ml 0 1 mg/ml,53 07,32 16,-,HAMELN PHARMA PLUS GmbH,037498019,ARE,
Flumazenil,FLUMAZENIL 0 5MG 5ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 5 ml 0 1 mg/ml,50 91,30 85,-,TEVA ITALIA Srl,039195021,ARE,
Flumazenil,FLUMAZENIL 0 5MG 5ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale 5 ml 0 1 mg/ml,50 91,30 85,-,HIKMA FARMACEUTICA S.A.,040279010,ARE,
Flumazenil,FLUMAZENIL 0 5MG 5ML 5 UNITA' USO PARENTERALE,FLUMAZENIL*5 fiale EV 5 ml 0 1 mg/ml,50 91,30 85,-,B.BRAUN MILANO SpA,037756018,ARE,
Fluoro-18F-desossiglucosio,FLUORO-18F-DESOSSIGLUCOSIO 185MBQ/ML 15ML 1 UNITA' USO PARENTERALE,FLUODEOSSIGLUCOSIO*1 flaconcino multid 15 ml 185 MBq/ml,-, - ,-,IBA PHARMA S.A.,036946010,ARL,
Fluoresceina,FLUORESCEINA 20% 1G 5ML 10 UNITA' USO PARENTERALE,FLUORESCEINA SODICA*10 fiale EV,43 57,19 80,-,MONICO SpA,034416014,ARJ,
Fluorouracile,FLUOROURACILE 500MG 10ML 1 UNITA' USO PARENTERALE,FLUOROURACILE AHCL*1 flaconcino 10 ml 500 mg,2 84,1 72,-,ACCORD HEALTHCARE ITALIA Srl,040593028,ARS,
Fluorouracile,FLUOROURACILE 5.000MG 100ML 1 UNITA' USO PARENTERALE,FLUOROURACILE AHCL*1 flaconcino 100 ml 5 g,19 05,11 54,-,ACCORD HEALTHCARE ITALIA Srl,040593042,ARR,
Fluorouracile,FLUOROURACILE 1.000MG 20ML 1 UNITA' USO PARENTERALE,FLUOROURACILE AHCL*1 flaconcino 20 ml 1 g,4 20,2 54,-,ACCORD HEALTHCARE ITALIA Srl,040593030,ARP,
Fluorouracile,FLUOROURACILE 1.000MG 20ML 1 UNITA' USO PARENTERALE,FLUOROURACILE*1 flaconcino EV 1 g 20 ml 50 mg/ml,5 68,3 44,-,TEVA ITALIA Srl,026542047,ARP,
Fluorouracile,FLUOROURACILE 5.000MG 100ML 1 UNITA' USO PARENTERALE,FLUOROURACILE*1 flaconcino EV 5 g 100 ml 50 mg/ml,19 05,11 54,-,MEDA PHARMA SpA,020352074,ARR,
Fluorouracile,FLUOROURACILE 5.000MG 100ML 1 UNITA' USO PARENTERALE,FLUOROURACILE*1 flaconcino EV 5 g 100 ml 50 mg/ml,28 41,17 21,-,TEVA ITALIA Srl,026542050,ARR,
Fluorouracile,FLUOROURACILE 500MG 10ML 1 UNITA' USO PARENTERALE,FLUOROURACILE*1 flaconcino EV 500 mg 10 ml 50 mg/ml,2 84,1 72,-,TEVA ITALIA Srl,026542074,ARS,
Fluorouracile,FLUOROURACILE 1.000MG 20ML 5 UNITA' USO PARENTERALE,FLUOROURACILE*5 flaconcini EV 1 g 20 ml 50 mg/ml,18 94,11 48,-,MEDA PHARMA SpA,020352062,ARQ,
Fluorouracile,FLUOROURACILE 500MG 10ML 5 UNITA' USO PARENTERALE,FLUOROURACILE*5 flaconcini EV 500 mg 10 ml 50 mg/ml,12 82,7 76,-,MEDA PHARMA SpA,020352050,ART,
Foscarnet sodico,FOSCARNET SODICO 6.000MG 250ML 1 UNITA' USO PARENTERALE,FOSCAVIR*1 flacone EV infus 250 ml 24 mg/ml,104 63,63 40,-,CLINIGEN HEALTHCARE LTD,028192019,ARW,
Levofloxacina,LEVOFLOXACINA 500MG 100ML 1 UNITA' USO PARENTERALE,FOVEX*1 flaconcino EV 100 ml 5 mg/ml,22 61,13 70,-,TEVA ITALIA Srl,040260034,BCV,
Gabesato,GABESATO 100MG 5ML 1 UNITA' USO PARENTERALE,FOY*1 fiala EV 100 mg + 1 fiala solv 5 ml,17 12,7 78,-,SANOFI SpA,026829010,ASG,
Dalteparina,DALTEPARINA 100.000UI 1 UNITA' USO PARENTERALE,FRAGMIN*1 flaconcino multid SC 100.000 UI 4 ml,111 14,50 52,-,PFIZER ITALIA Srl,027276070,AJW,
Amfotericina B,AMFOTERICINA B 50MG 15ML 1 UNITA' USO PARENTERALE,FUNGIZONE*1 fiala EV 50 mg 15 ml,11 49,5 23,-,BRISTOL-MYERS SQUIBB Srl,015050014,ADN,
Furosemide,FUROSEMIDE 20MG 10 UNITA' USO PARENTERALE,FUROSEMIDE*10 fiale 20 mg 2 ml,3 20,1 45,-,FISIOPHARMA Srl,031422025,ASF,
Enfuvirtide,ENFUVIRTIDE 90MG 1ML 60 UNITA' USO PARENTERALE,FUZEON*60 flaconi SC polv + 60 flaconi solv + 60 siringhe 1 ml,2.230 66,1.351 58,-,ROCHE SpA,035930015,AMW,
Gabesato,GABESATO 100MG 5ML 1 UNITA' USO PARENTERALE,GABESATO MESILATO*1 fiala EV 100 mg + 1 fiala solv 5 ml,8 98,5 44,-,I.B.I.GIOVANNI LORENZINI SpA,035969017,ASG,
Gabesato,GABESATO 100MG 5ML 1 UNITA' USO PARENTERALE,GABESATO MESILATO*1 fiala EV 100 mg + 1 fiala solv 5 ml,8 98,5 44,-,BIOINDUSTRIA L.I.M. SpA,041445014,ASG,
Gadobutrolo,GADOBUTROLO 30MMOL 30ML 1 UNITA' USO PARENTERALE,GADOVIST*1 cartuccia 30 ml 1 0 mmol/ml,378 05,229 06,-,BAYER SpA,034964217,ASJ,
Gadobutrolo,GADOBUTROLO 15MMOL 15ML 1 UNITA' USO PARENTERALE,GADOVIST*1 flaconcino EV 15 ml 1 0 mmol/ml,189 02,114 53,-,BAYER SpA,034964104,ASI,
Gadobutrolo,GADOBUTROLO 30MMOL 30ML 1 UNITA' USO PARENTERALE,GADOVIST*1 flaconcino EV 30 ml 1 mmol/ml,378 05,229 06,-,BAYER SpA,034964116,ASJ,
Gadobutrolo,GADOBUTROLO 10MMOL 10ML 1 UNITA' USO PARENTERALE,GADOVIST*1 siringa 10 ml 1 0 mmol/ml,126 08,76 40,-,BAYER SpA,034964167,ASH,
Gadobutrolo,GADOBUTROLO 7 5MMOL 7 5ML 1 UNITA' USO PARENTERALE,GADOVIST*1 siringa 7 5 ml 1 0 mmol/ml,94 61,57 32,-,BAYER SpA,034964155,ASK,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 0 5G 10ML 1 UNITA' USO PARENTERALE,GAMMAGARD*1 flacone EV 0 5 g + 1 flacone solv 10 ml,-,25 20,-,BAXALTA ITALY Srl,033240019,AUW,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 10G 192ML 1 UNITA' USO PARENTERALE,GAMMAGARD*1 flacone EV 10 g + 1 flacone solv 192 ml,-,504 00,-,BAXALTA ITALY Srl,033240045,AUZ,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 2 5G 50ML 1 UNITA' USO PARENTERALE,GAMMAGARD*1 flacone EV 2 5 g + 1 flacone solv 50 ml,-,126 00,-,BAXALTA ITALY Srl,033240021,AVK,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 5G 96ML 1 UNITA' USO PARENTERALE,GAMMAGARD*1 flacone EV 5 g + 1 flacone solv 96 ml,-,252 00,-,BAXALTA ITALY Srl,033240033,AVT,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 10G 100ML 1 UNITA' USO PARENTERALE,GAMTEN*1 flacone EV 100 ml 100 mg/ml,831 80,504 00,-,OCTAPHARMA ITALY SPA,039457039,AUY,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 2G 20ML 1 UNITA' USO PARENTERALE,GAMTEN*1 flacone EV 20 ml 100 mg/ml,166 36,100 80,-,OCTAPHARMA ITALY SPA,039457015,AVN,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 20G 200ML 1 UNITA' USO PARENTERALE,GAMTEN*1 flacone EV 200 ml 100 mg/ml,1.663 60,1.008 00,-,OCTAPHARMA ITALY SPA,039457041,AVL,
Immunoglobulina Umana Normale,IMMUNOGLOBULINA UMANA NORMALE 5G 50ML 1 UNITA' USO PARENTERALE,GAMTEN*1 flacone EV 50 ml 100 mg/ml,415 90,252 00,-,OCTAPHARMA ITALY SPA,039457027,AVS,
Vaccino Papillomavirus Umano,VACCINO PAPILLOMAVIRUS UM.6 11 16 18 0 5ML 1 UNITA' USO PARENTERALE,GARDASIL*1 siringa IM 0 5 ml + 2 aghi,171 64,104 00,-,SANOFI PASTEUR MSD SpA,037311077,BQU,
Acido diatrizoico,ACIDO DIATRIZOICO 370MG IODIO/ML 100ML USO ORALE O RETTALE,GASTROGRAFIN*soluz os rett 100 ml 370 mg iodio/ml,12 53,7 59,-,BAYER SpA,023085020,AAJ,
Iopamidolo,IOPAMIDOLO 61 2% 100ML USO ORALE O RETTALE,GASTROMIRO*1 flacone os rett 100 ml 61 2%,63 81,29 00,-,BRACCO IMAGING ITALIA Srl,026899031,AZP,
Iopamidolo,IOPAMIDOLO 12 25G 20ML USO ORALE O RETTALE,GASTROMIRO*1 flacone os rett 20 ml 12 25 g,12 74,5 80,-,BRACCO IMAGING ITALIA Srl,026899017,AYM,
Iopamidolo,IOPAMIDOLO 30 62G 50ML USO ORALE O RETTALE,GASTROMIRO*1 flacone os rett 50 ml 30 62 g,31 90,14 51,-,BRACCO IMAGING ITALIA Srl,026899029,AZC,
Gemcitabina,GEMCITABINA 1.000MG 25ML 1 UNITA' USO PARENTERALE,GEMBIN*1 flaconcino 1 g 25 ml 40 mg/ml,101 90,61 74,-,AUROBINDO PHARMA ITALIA Srl,040237024,ATC,
Gemcitabina,GEMCITABINA 2.000MG 50ML 1 UNITA' USO PARENTERALE,GEMBIN*1 flaconcino EV 2 g 50 ml 40 mg/ml,203 79,123 48,-,AUROBINDO PHARMA ITALIA Srl,040237036,ATF,
Gemcitabina,GEMCITABINA 200MG 5ML 1 UNITA' USO PARENTERALE,GEMBIN*1 flaconcino EV 200 mg 5 ml 40 mg/ml,21 15,12 82,-,AUROBINDO PHARMA ITALIA Srl,040237012,ATL,
Gemcitabina,GEMCITABINA 1.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 1 g polv,113 22,68 60,-,AUROBINDO PHARMA ITALIA Srl,038879021,ASY,
Gemcitabina,GEMCITABINA 1.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 1 g polv,112 46,68 14,-,ACCORD HEALTHCARE ITALIA Srl,039531025,ASY,
Gemcitabina,GEMCITABINA 1.000MG 100ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 1.000 mg 100 ml 10 mg/ml,113 22,68 60,-,SANDOZ SpA,039112077,ASZ,
Gemcitabina,GEMCITABINA 2.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 2 g polv,221 93,134 47,-,AUROBINDO PHARMA ITALIA Srl,038879033,ATE,
Gemcitabina,GEMCITABINA 200MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 200 mg polv,23 49,14 23,-,AUROBINDO PHARMA ITALIA Srl,038879019,ATH,
Gemcitabina,GEMCITABINA 200MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino 200 mg polv,23 09,13 99,-,ACCORD HEALTHCARE ITALIA Srl,039531013,ATH,
Gemcitabina,GEMCITABINA 1.000MG 26 3ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino EV 1 g 26 3 ml 38 mg/ml,101 29,61 37,-,HOSPIRA ITALIA Srl,040638025,ATD,
Gemcitabina,GEMCITABINA 2.000MG 52 6ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino EV 2 g 52 6 ml 38 mg/ml,200 29,121 36,-,HOSPIRA ITALIA Srl,040638037,ATG,
Gemcitabina,GEMCITABINA 200MG 20ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino EV 200 mg 20 ml 10 mg/ml,23 49,14 23,-,SANDOZ SpA,039112014,ATI,
Gemcitabina,GEMCITABINA 200MG 5 3ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino EV 200 mg 5 3 ml 38 mg/ml,20 85,12 64,-,HOSPIRA ITALIA Srl,040638013,ATK,
Gemcitabina,GEMCITABINA 200MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino EV 200 mg polv,23 49,14 23,-,SUN PHARMACEUTICALS ITALIA Srl,038815015,ATH,
Gemcitabina,GEMCITABINA 2.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino polv 2 g,200 29,121 36,-,ACCORD HEALTHCARE ITALIA Srl,039531037,ATE,
Gemcitabina,GEMCITABINA 1.000MG 10ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino soluz infus 10 ml 100 mg/ml,100 15,60 69,-,ACCORD HEALTHCARE ITALIA Srl,040928020,ATB,
Gemcitabina,GEMCITABINA 200MG 2ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino soluz infus 2 ml 100 mg/ml,20 03,12 14,-,ACCORD HEALTHCARE ITALIA Srl,040928018,BQR,
Gemcitabina,GEMCITABINA 2.000MG 20ML 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flaconcino soluz infus 20 ml 100 mg/ml,200 29,121 36,-,ACCORD HEALTHCARE ITALIA Srl,040928044,BQQ,
Gemcitabina,GEMCITABINA 1.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flacone EV 1 g polv,113 22,68 60,-,SUN PHARMACEUTICALS ITALIA Srl,038815027,ASY,
Gemcitabina,GEMCITABINA 1.000MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flacone EV 1 g polv,113 22,68 60,-,TEVA ITALIA Srl,038843025,ASY,
Gemcitabina,GEMCITABINA 200MG 1 UNITA' USO PARENTERALE,GEMCITABINA*1 flacone EV 200 mg polv,23 49,14 23,-,TEVA ITALIA Srl,038843013,ATH,
Gemcitabina,GEMCITABINA 1.000MG 25ML 1 UNITA' USO PARENTERALE,GEMSOL*1 flaconcino EV 1.000 mg 25 ml,101 90,61 74,-,SANDOZ SpA,040278044,ATC,
Gemcitabina,GEMCITABINA 2.000MG 50ML 1 UNITA' USO PARENTERALE,GEMSOL*1 flaconcino EV 2.000 mg 50 ml,201 97,122 37,-,SANDOZ SpA,040278057,ATF,
Gemcitabina,GEMCITABINA 200MG 5ML 5 UNITA' USO PARENTERALE,GEMSOL*5 flaconcini EV 200 mg 5 ml,111 58,67 60,-,SANDOZ SpA,040278020,ATM,
Gemcitabina,GEMCITABINA 1.000MG 1 UNITA' USO PARENTERALE,GEMZAR*1 flaconcino 1 g polv,243 40,110 64,-,ELI LILLY ITALIA SpA,029452012,ASY,
Gemcitabina,GEMCITABINA 200MG 1 UNITA' USO PARENTERALE,GEMZAR*1 flaconcino 200 mg polv,50 50,22 96,-,ELI LILLY ITALIA SpA,029452024,ATH,
Urochinasi,UROCHINASI 1.000.000UI 5ML 1 UNITA' USO PARENTERALE,GENKINASE*1 flacone 1.000.000 UI + 1 fiala solv 5 ml,356 63,216 09,-,EG SpA,035639044,BOO,
Urochinasi,UROCHINASI 100.000UI 2ML 1 UNITA' USO PARENTERALE,GENKINASE*1 flacone 100.000 UI + 1 fiala solv 2 ml,50 34,30 50,-,EG SpA,035639018,BOP,
Urochinasi,UROCHINASI 500.000UI 5ML 1 UNITA' USO PARENTERALE,GENKINASE*1 flacone 500.000 UI + 1 fiala solv 5 ml,172 67,104 62,-,EG SpA,035639032,BOR,
Gentamicina,GENTAMICINA 80MG 2ML 10 UNITA' USO PARENTERALE,GENTAMICINA SOLFATO*10 fiale 80 mg 2 ml,11 88,5 40,-,FISIOPHARMA Srl,031423066,ATN,
Somatorelina,SOMATORELINA 50MCG 1ML 1 UNITA' USO PARENTERALE,GHRH*1 fiala 50 mcg + 1 fiala solv 1 ml,84 09,38 22,-,FERRING SpA,027548015,BKU,
Afatinib,AFATINIB 20MG 28 UNITA' USO ORALE,GIOTRIF*28 cpr riv 20 mg,3.373 98,2.044 34,-,BOEHRINGER INGELHEIM IT.SpA,043023035,JAK,
Afatinib,AFATINIB 30MG 28 UNITA' USO ORALE,GIOTRIF*28 cpr riv 30 mg,3.373 98,2.044 34,-,BOEHRINGER INGELHEIM IT.SpA,043023062,JAL,
